location,violations,latitude,longitude,police_station
"Star Circle, Star Circle Underpass, Manjunath Nagar, Manjunath Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,12.9975277,77.5500673,Vijayanagara
"Star Bazaar, 17th Cross Road, Sector 7, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",1,12.912368,77.633101,HSR Layout
"Standage Road, Lazar Layout, Frazer Town, Pulakeshi Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India",1,12.9994648,77.6171297,Pulikeshinagar(F.Town)
"Banshankari Junction, Subramaniapura Road, Shakambarinagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560070, India",1,12.9170246,77.5733772,Banashankari
"Bashyam Circle, 13th Cross Sadashivanagar, Upper Palace Orchard, Sadashivanagar, Sadashiva Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560080, India",1,13.0067524,77.5787788,Sadashivanagar
"Basettypet Road, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",1,12.970369,77.5758107,City Market
"Basaveswara Swamy Temple Road, Hexa Skyline, Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",1,12.856432,77.5887957,Thalagattapura
"Basaveshwaranagar Flyover, Rajajinagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,12.9851056,77.5491234,Vijayanagara
"Basavanna Statue, Star Circle Underpass, West of Chord Road 2nd Stage, Basaveshwaranagar, Manjunath Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India",1,12.9975371,77.5502131,Vijayanagara
"Doddanekkundi Main Road, Doddanekundi Circle, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1,12.9559677,77.691714,HAL Old Airport
"Doddakannelli Road, Prestige Silver Sun, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",1,12.9246174,77.6960485,Bellandur
"17th Main Road, Swatantra Yodhara Nagar, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",1,13.0035542,77.5292314,Rajajinagar
"18th E Main Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1,12.9612988,77.6429271,Jeevanbheemanagar
"18th D Main Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1,12.9615372,77.6424449,Jeevanbheemanagar
"18th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",1,12.9119211,77.6320847,HSR Layout
"17th Main Road, Mahadeshwara Nagar Extension, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",1,12.9137135,77.6075067,Mico Layout
"17th Main Road, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",1,12.9119065,77.6426806,HSR Layout
"18th Cross Road, Ganga Government Quarters, MC Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",1,12.9689377,77.5360366,Vijayanagara
"Subbanna Garden Main Road, HBCS Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",1,12.9645051,77.5340263,Vijayanagara
"Subramanyapura Main Road, Renaissance Brindavan Apartment, BHCS Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",1,12.907777,77.5476005,K.S. Layout
"Subramanyapura Main Road, RR Layout, Brindavan Layout, Padmanabhanagar, Bengaluru, Karnataka. Pin-560061 (India)",1,12.911705255975743,77.55641200637305,K.S. Layout
"Subramanyapura Main Road, PSTI Quarters, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)",1,12.9142798,77.5680583,K.S. Layout
"Stopover Backpackers Stay, 18, 9th Main Road, Jayanagar 2nd Block, Ashoka Pillar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560069, India",1,12.940865,77.5839882,Wilson Garden
"Subramanyapura Main Road, Kanaka Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)",1,12.9118635,77.5585451,K.S. Layout
"Subramanyapura Main Road, Kadiranagari Circle, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)",1,12.914395,77.5598783,K.S. Layout
"17th H Main Road, Block 6, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",1,12.9378446,77.6215854,Adugodi
"17th G Main Road, Block 6, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",1,12.9403798,77.6237757,Adugodi
"17th F Main Road, Bhashyam Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1,12.9858438,77.5520112,Rajajinagar
"17th E Main Road, Bhashyam Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1,12.9854507,77.5520924,Rajajinagar
"17th E Cross Road, Parshuram Garden, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",1,12.9780755,77.6330653,Jeevanbheemanagar
"17th Main Road, Siddanna Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",1,12.9241479,77.5661114,Banashankari
"17th Main Road, Oscar Orchards, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",1,13.0644557,77.5857619,Kodigehalli
"18, 17th Cross Road, Sector 7, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",1,12.9122625,77.6355157,HSR Layout
"Doddanekkundi Main Road, Nandi Sunrise Apartment, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",1,12.9782667,77.6941267,Mahadevapura
"Basapura Village Road, Hanging Gardens, Basapura, Bengaluru, Karnataka. Pin-560100 (India)",1,12.8696112,77.653103,Electronic City
"Basavanapura Road, Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",1,13.0067261,77.7096198,K.R. Pura
"Begur - Hulimavu Road, Akshaynagar Layout, Vijaya Bank Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",1,12.8765285,77.6116183,Hulimavu
"Bazar Street, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",1,12.9692243,77.6064162,Ashok Nagar
"Bazar Road, Puttappana Gudi Bidi, Devanahalli, Karnataka. Pin-562110 (India)",1,13.2486334,77.7153838,Devanahalli Airport
"Doddakannelli Kadubeesanahalli Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",1,12.907294495161333,77.69558977335691,Bellandur
"Doddakannalli, Gunjur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India",1,12.910979,77.6977648,Bellandur
"Doddakammanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India",1,12.8573862,77.5904178,Hulimavu
"Doddakammanahalli Main Road, Prestige Notting Hill, Kalena Agrahara, Bengaluru, Karnataka. Pin-560076 (India)",1,12.873332,77.5952301,Hulimavu
"Doddakallasandra Road, Om Shiva Shakthi Nagar, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",1,12.8929574,77.5719329,Thalagattapura
"Bazaar Street, AK Colony, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",1,12.9436193,77.6088661,Adugodi
"Bay 3, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,12.9784724,77.5723032,Upparpet
"Subhash Nagar Road, Divya Jyothi Royal County, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",1,12.8753083,77.6398383,Electronic City
"Subramanyapura Road, PSTI Quarters, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)",1,12.9151519,77.5688549,K.S. Layout
"17th Main Road, BTM Circle, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",1,12.9167631,77.6104109,Mico Layout
"17th Main (S. Nijalingappa Road), Rajajinagar 2nd Block, Rajajinagar, Rajajinagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,12.9933187,77.5526469,Rajajinagar
"Subramanyapura Main Road, Siri Exotica, Chikkagowdanapalya, Bengaluru, Karnataka. Pin-560061 (India)",1,12.9116042,77.5579941,K.S. Layout
"Sunkenahalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560019, India",1,12.9507001,77.5671718,Basavanagudi
"Sundaramurthy Main Road, Sham Mansion Apartment, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",1,12.9953127,77.6189769,Pulikeshinagar(F.Town)
"Sundaram Motors, Hoodi Main Road, Hoodi, Kaveri Nagara, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",1,12.9899494,77.7130877,Mahadevapura
"Sulthanpet Main Road, Akkipet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",1,12.9698467,77.572105,Chamarajpet
"Suvarnamukhi, 66, Sarjapura Road, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560034, India",1,12.913395863063512,77.67919678241014,Bellandur
"Subramanyapura Main Road, Muniswamy Naidu Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",1,12.9009745,77.5441708,K.S. Layout
"Sultanpalya Main Road, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)",1,13.0228487,77.6027115,R.T. Nagar
"Sultanji Gunta Road, Meelad Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",1,12.9897908,77.6054589,Shivajinagar
"Sultan Road, Church Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",1,12.9641086,77.5699157,Chamarajpet
"17th Cross Road, CPWD Quarters, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",1,12.9121267,77.651635,HSR Layout
"17th C Main Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1,12.9874945,77.5520939,Rajajinagar
"17th D Main Road, Rajajinagar 3rd Block, Rajajinagar, Rajajinagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,12.9859442,77.5516262,Rajajinagar
"17th D Main Road, Patel Narayana Reddy Layout, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",1,12.938951,77.6256592,Adugodi
"17th D Main Road, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",1,12.9364626,77.6206199,Adugodi
"Basavanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India",1,13.0045558,77.7099825,K.R. Pura
"Basavanapura Road, Vijaya Bank Colony, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",1,13.0075149,77.7093917,K.R. Pura
"Szechuan Dragon Chinese Restaurant, 8, North Anjaneya Temple Street, Gandhi Bazaar, Basavanagudi, Sunkenahalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560004, India",1,12.9450522,77.5707276,Basavanagudi
"Battadasanapura Main Road, Inderlok Enclave, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)",1,12.8433688,77.6386788,Electronic City
"Begur Main Road, Patel Krishnappa Layout, Shantipriya Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)",1,12.8798135,77.6245689,Hulimavu
"Begur Main Road, Narasimhaswamy Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)",1,12.8987017,77.6265916,Madiwala
"Begur Main Road, MICO Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)",1,12.8900118,77.6257564,Hulimavu
"Begur Main Road, Krishna Reddy Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)",1,12.8978437,77.6263356,Madiwala
"Doddaballapur Road, Harohalli, Raja Kempegowda Ward, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India",1,13.1174415,77.5779611,Yelahanka
"Doddaballapur Main Road, Yelahanka Circle, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",1,13.0953398,77.5942269,Yelahanka
"Doddaballapur Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",1,13.1035239,77.5845611,Yelahanka
"Doddaballapur Main Road, Sai Springs, Nagenahalli, Bengaluru, Karnataka. Pin-560119 (India)",1,13.1341042,77.5700802,No Police Station
"Doddaballapur Main Road, LBS Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",1,13.0974883,77.591775,Yelahanka
"Doddaballapur Main Road, DSR RR Avenues, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",1,13.1061716,77.5819404,Yelahanka
"Suggatta Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",1,13.1443197,77.6171496,Chikkajala
"Sudarshan store, Mamulpet Road, Mamulpete, Chikkapete, Chickpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",1,12.969376,77.5762671,City Market
"Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",1,12.907096614408124,77.53212372,K.S. Layout
"Sunklapet Main Road, Ganigarpet, Dharmaraya Swamy Temple Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,12.9654626,77.5844548,Halasuru Gate
"Swamy Vivekananda Road, Christella, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",1,12.9817432,77.7517109,Whitefield
"Swamy Vivekananda Road, Binnamangala, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,12.9853244,77.6448425,Jeevanbheemanagar
"Swamy Vivekananda Road, A Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India",1,12.9963505,77.6689606,Mahadevapura
"TC Palya Main Road, TC Palya, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",1,13.021495,77.70038,K.R. Pura
"TC Palya Main Road, Korean Brothers Circle, Anandapura, Bengaluru, Karnataka. Pin-560036 (India)",1,13.0240317,77.693335,K.R. Pura
"Surveyor Street, Lalbhagh West Gate Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",1,12.9475967,77.5793901,Basavanagudi
"Suranjandas Road, Nagavarapalya, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560093, India",1,12.9812394,77.6509626,Banaswadi
"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",1,12.9713387,77.6589448,Banaswadi
"17th A Main Road, Block 5A, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",1,12.9338365,77.6229067,Adugodi
"17th A Cross Road, Prasanth Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",1,13.0505251,77.5154388,Chikkabanavara
"173k, 19th Main Road, Ketamaranahalli, Basaveshwaranagar, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India",1,13.0000067,77.5505967,Malleshwaram
"17th Cross Road, Murthappa Garden, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",1,12.9027307,77.5858624,J.P. Nagar
"17th Cross Road, M C Layout, Dr. Vishnuvardhan Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India",1,12.9711338,77.53657,Vijayanagara
"17th Cross Road, Learning to Fly, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",1,12.9054741,77.5849715,J.P. Nagar
"Suranjan Das Road, BEML Circle, GM Palya, Bengaluru, Karnataka. Pin-560075 (India)",1,12.9712124,77.658658,Jeevanbheemanagar
"Sunny Wines, Chord Road, Hosahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India",1,12.9687311,77.5371184,Vijayanagara
"Dodda Ballapur Main Road, RWF West Colony, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",1,13.1037311,77.5842611,Yelahanka
"Dodda Ballapur Main Road, Isak Layout, Anantapura, Bengaluru, Karnataka. Pin-560064 (India)",1,13.1168459,77.5782672,Yelahanka
"Doctor TCM Royan Road, Cottonpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560023, India",1,12.968749,77.5680455,Chamarajpet
"Doctor M H Marigowda Road, Wilson Garden, Hombegowda Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560027, India",1,12.947985,77.5939961,Wilson Garden
"Doctor M H Marigowda Road, Lakkasandra, Venkat Reddy Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,12.9477958,77.5936838,Wilson Garden
"Doddagubbi Road, Disha Harmony Gardens, Essel Gardens, Bengaluru, Karnataka. Pin-560077 (India)",1,12.9989325,77.6631028,Banaswadi
"Doddabettahalli, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560097, India",1,13.0819126,77.547721,Yelahanka
"Bazar Road, Kogilu Cross Junction, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",1,13.103883843113564,77.60013261254983,Yelahanka
"Doctor M H Marigowda Road, Lakkasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560030, India",1,12.9379588,77.5989317,Wilson Garden
"Doctor B R Ambedkar Veedhi, Vasanth Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,12.9826696,77.5954686,Cubbon Park
"Swarnaabharan jewellers, 702, 33rd Cross Road, Jayanagar 4th Block, Byrasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560011, India",1,12.9262928,77.5849805,Jayanagara
"Swamy Vivekanandha Road, Thippasandra, Anjanapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",1,12.8805659,77.5520734,Thalagattapura
"Swamy Vivekananda Road, Rahat Bagh, C V Raman Nagar, Nagavarapalya, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560093, India",1,12.9912244,77.6573707,Banaswadi
"Swamy Vivekananda Road, New Baiyyappanahalli Extension, Old Baiyappanahalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India",1,12.985685857830935,77.64473702654378,Banaswadi
"Swamy Vivekananda Road, Lakshmipuram, Hoysala Nagara Central, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",1,12.9781975,77.628573,Jeevanbheemanagar
"Swamy Vivekananda Road, Corporation Colony, Hoysala Nagara Central, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",1,12.9792341,77.6293441,Jeevanbheemanagar
"Taj Yeshwantpur, Tumkur Road, Goraguntepalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",1,13.0289431,77.5403912,Yeshwanthpura
"TVS Sundaram Motors, 107, Kasturba Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,12.9745296,77.5964918,Cubbon Park
"16th E Cross Road, Arvind Orchards, Defence Colony, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",1,13.0588255,77.5853712,Kodigehalli
"16th D Main Road, Baba Saheb Colony, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1,12.964347839355469,77.64412348801346,Jeevanbheemanagar
"16th Cross Road, Sri Kodanda Rama Swamy Circle, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",1,12.9642101,77.5510152,Magadi Road
"17th C Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1,12.9859317,77.55206,Rajajinagar
"17th C Cross Road, Prasanth Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",1,13.0502164,77.5158814,Chikkabanavara
"17th A Main Road, Rajajinagar 5th Block, Rajajinagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,12.9853538,77.5530495,Rajajinagar
"TC Palya Main Road, Aneppa Circle, Ramamurthi Nagar, Bengaluru, Karnataka. Pin-560016 (India)",1,13.0207568,77.6855388,K.R. Pura
"TC Palya Main Road, Anandapuram Circle, Anandapura, Bengaluru, Karnataka. Pin-560036 (India)",1,13.0241999,77.6927177,K.R. Pura
"T Annaiyappa Main Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",1,12.9651505,77.5827052,Halasuru Gate
"Tank Bund Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",1,12.9743748,77.575396,Upparpet
"16th Cross Road, Gayatri Devi Park Extension, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",1,13.0061955,77.5767369,Sadashivanagar
"Swathi Petrol / Gas Station, Tumkur Road, Rukmini Nagara, Nagasandra, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560073, India",1,13.0454031,77.5052137,Peenya
"Dodda Ballapur Main Road, Yelahanka Circle, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",1,13.0951627,77.5940935,Yelahanka
"Dodda Ballapur Main Road, Veracious Vani Vilas, Residential Quarters, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",1,13.125281,77.5742502,Yelahanka
"Doctor B R Ambedkar Veedhi, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,12.9777675,77.5910285,Cubbon Park
"Divyashree Elan Apartments, Kaikondrahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560035, India",1,12.9177235,77.6723265,Bellandur
"Begur Main Road, Ambedkar Colony, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)",1,12.8938018,77.6257782,Hulimavu
"Begur Main Road, Alpine Park Apartment, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",1,12.9054933,77.627645,Madiwala
"Begur Main Road, Akshaynagar Layout, Vijaya Bank Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",1,12.8762665,77.616565,Hulimavu
"Begur Koppa Road, Mahaveer Ridge, Yelenahalli, Bengaluru, Karnataka. Pin-560068 (India)",1,12.8614371,77.6134364,Hulimavu
"Begur Koppa Road, Block 2, Vishwapriya Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)",1,12.8778617,77.6281333,Hulimavu
"Bellahali Main Road, TVS Emerald Auralis, Srinivasapur, Bengaluru, Karnataka. Pin-560064 (India)",1,13.1184333,77.6336836,Yelahanka
"Belimut Road, Binny Mill Circle, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)",1,12.968931,77.5673889,Chamarajpet
"Belimatha Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",1,12.9679467,77.5700633,Chamarajpet
"Beli Mutt Road, Binny Mill Circle, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)",1,12.9705993,77.5665573,Chamarajpet
"Beguru, Devanahalli taluku, Bengaluru North, Karnataka, 562149, India",1,13.1918033,77.6809916,Devanahalli Airport
"Begur Road, Devarachikkanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",1,12.8889945,77.6256922,Hulimavu
"16th Cross Road, Block D, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",1,13.061454,77.5869453,Kodigehalli
"16th Main Road, Maruthi Nagara, BTM Layout 1st Stage, New Tavarekere, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",1,12.9203224,77.6105208,Mico Layout
"Tank Bund Road, Cottonpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560023, India",1,12.9720677,77.5674943,Chamarajpet
"Bellandur Flyover, Bellanduru Main Road, Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1,12.9260028,77.6766797,Bellandur
"Bellandur Flyover, Bellandur Main Road, Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1,12.9268775,77.6787414,Bellandur
"Dinnur Main Road, Dinnur, Kaval Byrasandra, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",1,13.0217971,77.6033956,K.G. Halli
"Diesel, Vittal Mallya Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,12.9713453,77.5963496,Cubbon Park
"Diesel Loco Shed Road, KR Puram, K.R Pura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India",1,13.0079103,77.6925498,K.R. Pura
"Dharmaram Vidya Kshetra, Dairy Circle Flyover, S.G Palya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",1,12.9368244,77.6025817,Mico Layout
"Tasva, Commercial Street, Commercial Street Shopping Area, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,12.9818214,77.6086817,Shivajinagar
"16th B Cross Road, LIG 3rd Stage, Yelahanka New Town, Yelahanka Satellite Town, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India",1,13.099139,77.5771656,Yelahanka
"16th Cross Road, Kolandappa Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",1,12.9514033,77.607205,Ashok Nagar
"16th Cross Road, Ideal Home Township, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",1,12.9312288,77.5153054,Kengeri
"16th Cross Road, Hoshalli, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",1,12.9645632,77.5510152,Magadi Road
"Taralabalu Road, MLA Layout, Gangenahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",1,13.0168263,77.5906689,R.T. Nagar
"Taralabalu Marg, RT Nagar, R.T Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",1,13.0207235,77.5925831,R.T. Nagar
"Tannery Road, Sagayapura, Richards Town, Sagayapuram, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India",1,13.0022036,77.6121728,Pulikeshinagar(F.Town)
"16th Cross Road, Delmia Circle, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",1,12.9058023,77.5950863,J.P. Nagar
